Id,Name,Category,Site,Link,Date,Author,Description
"4388","Writing Enhanced","Books","MMH","11-9687","2004-08-05","Aerelorn","Aerelorn's Writing Enhanced (AWE) adds 80 blank books and 70 blank scrolls sold from 10 different locations all around Vvardenfell.     When one of the books or scrolls is equipped, the player can give it a name and then enter up to 3000 characters of text. A quill and..."
"4387","Wolfdude's Daedric Translation","Books","MMH","11-8072","2003-08-02","Wolfdude","Adds to books to the game that translate Daedric to English.  . One of the books will be at Arrile's place in Seyda Neen and the other will be at Jobasha's place in Vivec    They are fairly expensive as far as books are concerned so you might want to just stea..."
"4386","Wizards' Islands Ingame Walkthru v1.1","Books","MMH","11-15111","2013-12-26","Ancalagon The Black","Ever get lost playing a mod or need a little help?
I've taken the Wizards' Islands walkthru and turned it into an ingame book.
Copy the data folder into your Morrowind directory.
Check the WI Walkthru esp in the Morrowind launcher and you are good to go.
Book can be found in F..."
"4385","Wizards' Islands Ingame Walkthru v1.0","Books","MMH","11-12628","2008-03-27","Ancalagon The Black","Ever get lost playing a mod or need a little help? 
I've taken the Wizards' Islands walkthru and turned it into an ingame book. 
 
Copy the data folder into your Morrowind directory. 
 
Check the WI Walkthru esp in the Morrowind launcher and you are good to go."
"4384","Way of the Necromancer","Books","MMH","11-10259","2005-12-04","Balathustrius","Adds the ability to raise (permanent) Undead minions, that your mage can master the Dark Arts of Necromancy and know true Power.  This power comes at a grim cost, however..."
"4383","Vitelius Estate and Seyda Hill Homes","Books","MMH","11-10439","2006-02-24","Sgaileach1","UPDATE 1:>  
  
I am including some compatibility patches here, specifically for 

Changelog:Fixed the missing bookshelf file."
"4382","Vampire Books II - Ascension","Books","MMH","11-13573","2009-08-07","Midgetalien","This mod adds three books to the game:  
  
Vampire Ascension volume I  
Vampire Ascension volume II  
Vampire Ascension volume III  
  
volume I can be found in the Berne vampire hq  
volume II can be found in the Aundae vampi..."
"4381","Vampire Books","Books","MMH","11-13066","2008-12-03","Midgetalien","This mod adds 3 new books to the game. they can be brought from the rare book shop in Vivec.  
The books basically describe the vampire calns stating that one clan is stealth based, one clan is for warriors, and one clan is magic based.  
Its written in a way that a schoolar i..."
"4380","Unskilled Books","Books","MMH","11-1937","2009-04-06","SiNNeR"," 

Elder Scrolls 
 MORROWIND: 
 Unskilled Books
 by SiNNeR
 
 

1. INSTALLING THE PLUGIN
 
..."
"4379","Two books for Sri's Alchemy","Books","MMH","11-9442","2004-04-02","bi9b3n","Add 2 books that detals the Sri's Alchmey Ingredients Table (Bloodmoon v3.0609)
  SS encl showing where.."
"4378","TribunalMaps","Books","MMH","11-2900","2009-04-24","Srikandi","TRIBUNAL MAPS
    version 1.1108
    by Srikandi 
    srikandi@cox.net
    http://members.cox.net/srikandi/

    REQUIRES TRIBUNAL


Did you think you were the first one to explore subterranean Mournhol..."
"4377","Tribunal Maps","Books","MMH","11-8520","2002-11-11","Srikandi",".     Each map is of a different underground area, and they are all found very near where you enter the area from above. Some are in the open, some in containers. The maps contain no spoiler information - merely show the regions (cells) and how they're connected     Compas..."
"4376","Travellers Retreat","Books","MMH","11-10206","2005-10-27","The Librarian of Vivec",""
"4375","Town Linking Books","Books","MMH","11-14092","2010-09-25","Mordigant","These books are based on the linking books from Myst.  Each town contains one, and all are hidden.  To use a linking book, drop it on the ground, read it, and hit ""take"".  Good luck finding all 23!  
  
Hints: all books are in interiors in the town they link to,..."
"4374","The Stanza Bonanza","Books","MMH","11-10663","2006-07-08","AUNAO","Places ""The Stanza Bonanza"" book store in the Telvanni Waistworks canton of Vivec. 
  Two vendors offer about thirty eight new books, mostly consisting of poetry. Bella Xon sells books of poetry and songs, and Noel Balx sells several short stories.
  
  All of the wr..."
"4373","The Mortal Life of Vivec (Lite)","Books","MMH","11-14294","2011-05-04","Danjb","This mod is an alteration of ""The Mortal Life of Vivec"". I loved the books themselves, but I thought that the shelf that was added to hold the books contained a lot of rare and unbalancing items, and ones that I felt shouldn't be so freely available. 
 
This mod removes the entire shelf..."
"4372","The Mortal Life of Vivec","Books","MMH","11-10783","2006-09-02","Rogue Shadow, Mote","This mod adds the thirteen 'volumes' of the story of the mortal life of Vivec, written by Mote (Fan fiction, based off of in game texts). 

Changelog:-Added Forum Thread"
"4371","The Modern Adventurer v6","Books","MMH","11-4458","2009-05-12","B, GhanBuriGhan, Raptormeat, Salohcin, Striker","The Modern Adventurer
volume 06

IMPORTANT: You need to have Tribunal installed to play this issue 

SEMI-IMPORTANT: Each version of The Modern Adventurer contains previous versions. Please delete all previous Modern Adventurer ESP files after installation. If you have is..."
"4370","The Glory Road Walkthrough v1.0","Books","MMH","11-5782","2011-10-05","Tommy Khajiit","The Glory Road Walkthrough

The walkthrough for The Glory Roadl that Judith Mooney has written now available as an ingame book. The walkthrough will be placed in your inventory automatically, unless you already possess it.

I know you are all men and women of strong character...."
"4369","The Dhammapada","Books","MMH","11-8148","2003-04-07","PongMaster","A new set of books for your reading pleasure;  a translation into English of the Buddhist Dhammapada in 4 volumes.  You can find  this work at Jobasha's in Vivec. See readme for info"
"4368","The Daggerfall Book Collection","Books","MMH","11-2443","2009-04-24","Michael Damon (aka Launcelot)","The Daggerfall Book Collection by Michael Damon, aka Launcelot

Adds 46 volumes of books that were previously in TESII: Daggerfall, but not included in Morrowind.  All texts were cut and pasted from the Imperial Library website run by Qwerty and Raptormeat.  Also included are ..."
"4367","The Black Book of Alchemy","Books","MMH","11-3655","2010-10-20","The_Conjurer","From the Black Book itself:
""The Black Book of Alchemy lists all common, rare, divine, both positive and negative abilities of specific ingredients that are observed in the study of alchemy, and being the goal of the creation of potions by the use of the alchemist's apparatus, the m..."
"4366","The Alchemist Index","Books","MMH","11-467","2009-04-06","th3s33k3r-Curtis Coulter","The Alchemist Index, is a book that I added to the game that includes a list of many recipes for potions. It is about 26 pages long, and can be bought for 1000 gold from Jobasha's Rare book store. 
EMAIL ME AT: th3s33k3r@yahoo.com"
"4365","The Alchemist Formulae","Books","MMH","11-8297","2002-08-05","Smidge","Adds a book on the desk of the Balmora's bookseller's shop called the alchemist formulae. gives a complete list of what ingredienys you need for every type of potion. just pick it up as it is not illegal to steal."
"4364","Telvannis Travel Maps v1.20","Books","MMH","11-12756","2008-06-08","Theviking","This mod is for the Telvannis 2.0 beta from the Tamriel Rebuilt team. It adds two travel maps to the various traders of Telvannis. You can use those to find your way throughout the Telvanni Lands. The maps are called ""The Telvanni Lands: East and West"". Note that I will really improve the maps an..."
"4363","Tamriel Rebuilt Book Rotate v1.01","Books","MMH","11-15101","2013-12-23","Kachajal","Adds Book Rotate 5.3 scripting to all Tamriel Rebuilt: Sacred East 1.5 books, including open ones.
Requires Tribunal, Bloodmoon, Tamriel Rebuilt: Sacred East and Book Rotate 5.3."
"4362","Tamriel Rebuilt Book Rotate fix for Map 1 & 2","Books","MMH","11-13398","2009-05-06","Ferozstein","Annoyed you couldn't BRPatch your Tamriel Rebuilt books and use Book Rotate with all the loot from Firewatch? Well, now you can. 
 
This fix adds Book Rotate scripts to over 90% of books added by Tamriel Rebuilt, that is, all closed books (next update will have the scripts working on op..."
"4361","Tamriel Rebuilt Book Rotate","Books","MMH","11-15100","2013-12-21","Kachajal","Adds Book Rotate 5.3 scripting to all Tamriel Rebuilt: Sacred East 1.5 books, including open ones.
 
Requires Tamriel Rebuilt: Sacred East and Book Rotate 5.3."
"4360","Tale of the Devious Trader","Books","MMH","11-11545","2007-09-22","Xeth-Ban, JennaK",""
"4359","Story of the Duelists","Books","MMH","11-7417","2003-02-27","Carl Batchelor","Adds many new books to the bookstores of Ald Ruhn and Balmora. These books cannot be bough,t but are instead ""out in the open"" laying on tables, or in Balmora's case,  on a bed.     They chronicle the adventures of my Arena and Daggerfall characters that I've ..."
"4358","Spanish Books Of Morrowind","Books","MMH","11-6449","2010-04-17","Runspect","Adds 12 books to the Morrowind world. Only in spanish language, sorry.  
  
Now you could quickly learn about alchemy, enchantment & soul trap.  
  
Content:  
  
- ""El pequeño alquimista"": La alquimia ya no será algo s..."
"4357","Skill Up Ledger","Books","MMH","11-14079","2010-09-08","madhatter160","There is a new scroll, called ""Skill Up Ledger"", on the table with the dagger in the Census and Excise Office in Seyda Neen.  When the ledger is ""read"" it will show what skill ups have been achieved since the last level up.  It also breaks down the skill ups by governing attribute. ..."
"4356","Skill Progress","Books","MMH","11-13554","2009-07-20","Fliggerty","Sometimes it is handy to know exactly which skills you have increased since you last leveled up.  
  
This mod adds a scroll to your inventory called ""Progress Notes.""  It contains a list of all skills, and how much each one has increased since you last leveled up."
"4355","Short Stories (by Sir Arthur Conan Doyle)","Books","MMH","11-9395","2004-03-19","SeekerVI","This plug-in is a conversion of 2 eBooks: ""Tales of Terror & Mystery"" and ""The Green Flag"", both written by Sir Arthur Conan Doyle, placed in a room in the Molag Mar underworks.      Just fight your way past the Centurion Sphere, use a potion of levitation, find the d..."
"4354","Sharkly17's Daedric Crescent Directions","Books","MMH","11-9057","2004-01-05","Sharkly17","This puts a book down in the Telvanni area not far from Tel Fyr (in a city).     The book gives you directions for finding the coolest looking sword in MW, the Daedric Crescent!     The book just sits in the world, - not in any containers or shops - you wont get ..."
"4353","shakti book of secrets","Books","MMH","11-2442","2009-04-24","Shakti","Shakti's Book of Secrets"
"4352","Sermon books","Books","MMH","11-8312","2002-08-08","kkleven",""
"4351","Save Skill Books","Books","MMH","11-14029","2010-07-24","Dormouse","This mod gives the player the option to save the skill increase from skill books for later use. This allows the player to pick up and read a skill book without the skill increase, if the player so chooses. The option to learn from the skill book is reserved until the time the player decides to ta..."
"4350","Rougetet's Sky City Walkthrough","Books","MMH","11-12590","2008-03-10","Elder Mage S","WARNING!!!!!  
  
MAJOR QUEST SPOILERS IN THIS MOD!!!  
DON'T INSTALL IF YOU WANT QUEST SPOILERS   
FOR ROUGETET'S SKY CITY MOD.  
  
Rougetet said I could upload this.  
  
I made it because I kept getting lost durin..."
"4349","Real Barenziah Part II replacer","Books","MMH","11-2447","2009-04-24","Threesixty","The Real Barenziah, Part II book in Morrowind, has a portion taken out (thanks to the Temple). This mod replaces the Morrowind textbook with the Rated R material found in Daggerfall."
"4348","Real Barenziah 2 Uncut","Books","MMH","11-8216","2002-07-15","Threesixty/John S.",""
"4347","Readable Books","Books","MMH","11-2434","2009-04-24","Max a.k.a. ~NOBODY~"," 


                   The Elder Scrolls III
                        Morrowind:
         ..."
"4346","Propylon Redux","Books","MMH","11-9339","2004-03-14","stormless","The original intent was to remove the large sparkly effects from all propylon structures to help players with less powerful computers to avoid a framerate hit.     After I'd removed them it became apparent  the propylon chambers were otherwise incredibly dull. The..."
"4345","Portable Library Book Jackets Compatibility Patch","Books","MMH","11-6546","2010-09-07","Adam Zsoldos, skizo","This is a compatibility patch for Adul's Portable Library Mod ( [url=http://www.adul.net/index.php?p=dl_mwmods_library_portable]Link[/url] ) so it uses the meshes and textures from Book Jackets. 
 
You'll need meshes/textures from Book Jackets and Portable Library to make this work, jus..."
"4344","Pocket Guide to the Empire v1.1","Books","MMH","11-1409","2009-04-06","Xanathar","Pocket Guide to the Empire
Version 1.1
By Xanathar
Requires Morrowind only.

Description:
This mod adds Pocket Guide to the Empire (PGE) to Vvardenfell. What’s PGE? It was a book released by Tiber Septim to spread his anti-elven propaganda, at that time he was ..."
"4343","Pocket Guide to the Empire v1.1","Books","MMH","11-5060","2009-05-12","Xanathar","This mod adds Pocket Guide to the Empire (PGE) to Vvardenfell. What’s PGE? It was a book released by Tiber Septim to spread his anti-elven propaganda, at that time he was in the war with Aldmeri Dominion. Although PGE is rather outdated, but this guide is an essential document to learn the ..."
"4342","Pocket Guide to the Empire","Books","MMH","11-1463","2009-04-06","Xanathar","**Newer Version Available** 

Pocket Guide to the Empire
By Xanathar
Requires Morrowind only.

Description:
This mod adds Pocket Guide to the Empire (PGE) to Vvardenfell. What’s PGE? It was a book released by Tiber Septim to spread his anti-elven propagand..."
"4341","Plain Paper Fix","Books","MMH","11-8256","2002-07-22","XmirroR","This mod concerns plain paper, fixes and does 3 things:    Removes the Scroll interface from ""Plain Sheets of Paper""  Adjusts the weight of plain paper from 1.00 to .05  Adjusts value of plain paper from 3 to 1"
"4340","Noobies' cave","Books","MMH","11-7947","2005-01-06","Moosa","This mod adds a cave near Seyda Neen, with a bit of ""training"" and practicing for beginning players who don't know gameplay yet. Cave design is ""noobie"" too, but the idea is cool and worked out well enough. Contains weapons, lockpicks, armor, but not uber. Just download and say ..."
"4339","Necronomicon","Books","MMH","11-2052","2009-04-06","Satsugai","Necronomicon plugin
This plugin uses the mesh and textures of the Necronomicon book being hosted by Starcon5.
Ive included the needed files so dont worry.


This is not the full Necronomicon book, only quotes. So this is completely legal, read the text at the bottom of th..."
"4338","My noah's picture book of wood","Books","MMH","11-11572","2007-09-30","Semihman","This is my finished version of the ""noah's picture book of wood""."
"4337","Mournhold Sewer Maps v 1.1","Books","MMH","11-11768","2012-11-03","Misty Moon","This plug-in adds some maps of the sewers in Mournhold, you can buy them from two book shops: one in Vivec and the other in Mournhold."
"4336","Mournhold Sewer Maps","Books","MMH","11-13423","2009-05-18","Misty Moon","This plug-in adds some maps of the sewers in Mournhold, you can buy them from two book shops: one in Vivec and the other in Mournhold.

Changelog:1# A book with all maps is now for sale at the two book sellers, a bit more expensive then the maps.  
2# Fixed the spelling..."
"4335","Morrowind Public Library v1.5","Books","MMH","11-11643","2007-11-15","DrSilent","1. Description 
 
This mod adds a library building just north of Pelagiad, on the south shore of Lake Amaya. 
 
It contains pretty much every non-unique book in Morrowind, as well as a few new books specially aimed at the newcomer explaining the basic workings of the game (thi..."
"4334","Morrowind Jokes Part I","Books","MMH","11-2445","2009-04-24","Lord Kahn","This adds a new book to Morrowind, the 3 part series will be in a full mod which is expected to be released by the end of this year. Thanks goes to... clone`, Acid_Basik1, Aurora, Atreus, Fetor41 and many others.

To buy the book, go to Jobasha in the Foreign Quarter Lower Waistworks in..."
"4333","Morrowind FAQ","Books","MMH","11-8115","2005-02-01","timoty95","This mod adds a total of 6 books to the game, more info in readme file."
"4332","Morrowind Book Checklist","Books","MMH","11-8687","2003-02-27","casual1y","For you game book collecters, here's a small help for you.  Have you ever tried to collect all the books in all of Morrowind  but can't remember what you have?     This is a docfile list of the books, you can print out or easily fill in as you acquire the..."
"4331","Modern Adventurer Volume 2","Books","MMH","11-2449","2009-04-24","B, GhanBuriGhan, Raptormeat, Salohcin, Striker","The Modern Adventurer
volume 02

SEMI-IMPORTANT: Each version of The Modern Adventurer contains previous versions. Please delete all previous Modern Adventurer ESP files after installation.

The Modern Adventurer is a humourous/helpful publication, in the tradition of oth..."
"4330","modern adventurer v04","Books","MMH","11-4359","2009-05-12","B, GhanBuriGhan, Raptormeat, Salohcin, Striker","After installation, you can find this issue of The Modern Adventurer in all of the following locations:

Vivec, Jobasha's Rare Books
Balmora, Dorisa Darvel: Bookseller
Ald'ruhn, Codus Callonus: Bookseller
Dagon Fel, End of the World Renter Rooms
Tel Branora, Upper To..."
"4329","Modern Adventurer 05 lite","Books","MMH","11-8595","2002-12-27","Various","This is the lite version of the increasingly large Modern Adventurer series of plugins. If you have volume 05 installed on your computer properly, you can download the lite plugin instead of the full one."
"4328","Map Deluxe v 1.0","Books","MMH","11-11771","2012-11-03","ManaUser","This mod adds a new in-game map of Vvardenfell with more detail
than ever before. It doesn't show dungeons, ashlander camps or
that sort of thing, but shows cities, forts, roads, fast travel
routes, Temple and Cult locations, and propylon chambers, as
well as certain terrain f..."
"4327","Magick Books 1.1","Books","MMH","11-2436","2009-04-24","Ishdral","Addes a few books found in the Caldera Mages guild, next to the transport.
 -Aleister Crowley:
     *The Soldier & The Hunchback ?&!
-Cults of Cthulhu
-Egregore
-Flaws in Christianity
-Nietzsche: 
     *On Truth & Lies in a No..."
"4326","Magick Books","Books","MMH","11-8538","2002-11-27","Ishdral","A small plugin with some of my favourite book texts.  Most of these texts are about real-life magick and may be very interesting for the Occultist or beginning Magician, but certainly a good read for everyone, whether approve of occultism or not...It includes    [list..."
"4325","Maar Gan News Vendor 0003","Books","MMH","11-999","2009-04-06","RWH"," 
******
Maar Gan News Vendor by RWH
 
******

Files required:
Morrowind, Tribunal, Bloodmoon

Changes to Morrowind:
I added on..."
"4324","Maar Gan News Vendor 0002","Books","MMH","11-971","2009-04-06","RWH"," 
******
Maar Gan News Vendor by RWH
 
******

Files required:
Morrowind, Tribunal, Bloodmoon

Changes to Morrowind:
I added on..."
"4323","Maar Gan News Vendor 0001","Books","MMH","11-859","2009-04-06","RWH"," 
******
Maar Gan News Vendor v1.0 by RWH
 
******

Files required:
Morrowind, Tribunal, Bloodmoon

Changes to Morrowind:
I add..."
"4322","Lurlock's Scroll Icons","Books","MMH","11-7674","2005-04-15","Lurlock","Basically, this just changes the icons that appear in your inventory and in containers.  This is also the icon that appears on the lower left indicating your current spell.  I was tired of searching through dozens of identical scrolls to find the one I wanted, so this take..."
"4321","Linking Room 1.1","Books","MMH","11-2440","2009-04-24","Snake awz","The Linking Book Room

By: Snake awz



Installation:

Just copy the files in the .Zip into the 

//morrowind/data files/  directory.



Playing The Plugin:

you'll find a book laying on Ra'virr's bed in Balmora.



Saved Games:

As ..."
"4320","Library of Joseph Curwen","Books","MMH","11-8795","2003-06-04","Zeph","This plugin adds the first of a series of occult titles of Joseph Curwen's library, a character of a future plugin, whose library has been spread all over Morrowind after the administration put an end to his infernal doings. At present, it contains the following titless:  -..."
"4319","Librarian","Books","MMH","11-11034","2007-02-01","Nicholiathan","1) This mod renames all books that begin with ""A"" or ""The"" so that they store in correct alphabetical order by title in inventory & containers. Some other books are also renamed so that they are grouped with other books of their set (books of 3E 426 & riddle books)"
"4318","Kirkbride Books","Books","MMH","11-7547","2005-06-28","Adamant_2001","This plug-in adds two books by Morrowind writer Michael Kirkbride, The 36 Lessons of Vivec Sermon Zero and Vivec's Gift. These books can be purchased at Sanaso Sarothran's bookstore in the Great Bazaar of Mournhold. Ask her about the Great Bazaar for more information on thes..."
"4317","Kirel's Rose Books","Books","MMH","11-10568","2006-05-01","Kirel","Adds a couple of books about my character Rose to the Ald Ruhn bookseller. No Readme."
"4316","Imperial Library of Vvardenfell","Books","MMH","11-14135","2010-10-21","TheUnending","ALSO SEMI-REQUIRES TAMRIEL REBUILT MAPS 1&2. Does not come with extra textures, meshes, or sounds.  
  
This mod adds a imperial foretress on the cliffside above the Balmora almsivi temple. I will be expanding the interior and putting in books/npcs/lighting later on, this ..."
"4315","Imperial Library Obscure Texts","Books","MMH","11-15438","2015-11-16","TwilotSpankle","This mod adds all texts from the ""Obscure Texts"" page on the Imperial Library found here: http://www.imperial-library.info/content/obscure-texts

All books are placed in specific places, and are not random. For most, there is only 1 copy of the book, so dont sell them if you want to hav..."
"4314","I'll Be Back...In Black Marsh","Books","MMH","11-6272","2009-09-19","Masser","This is the sequel to my previous book, From Argonia with Love. The book is about a the Argonian slave trade, but in order to understand everything it'd be pretty important to download and read my other book mod. This book is sold by Darvel and Jobasha. If you wanna mod this or use it in your mod..."
"4313","Hunters Achievements (Deutsch)","Books","MMH","11-11612","2007-10-22","tek_604","German version of the official Hunters Achievements plugin.  
  
* Requires original plugin install *  
* Requires German versions of Morrowind/Tribunal/Bloodmoon *  
  
Simply overwrite the original esp with the version included here."
"4312","Hunters Achievements","Books","MMH","11-10087","2005-08-20","Trollf","Well, I've made this for statistical purposes only (whatever that means... ;-]).    This plugin adds an interesting book that shows how many various creatures you have killed since the beginning of the game. The book can be found in Balmora's Guild of Mages on a sh..."
"4311","Hitto's ACE Addons - Books","Books","MMH","11-15669","2018-09-06","Hitto","[i]""This plugin adds some 23 books into Vvardenfell, placed carefully by hand. Each book describes one of the combos from ACE through a little story and also teaches you about the skill it describes. Books created by Hitto, Harlequin, Zorro17, and Goumindong.""
 
[i]Copied the descriptio..."
"4310","Hilomar's imports","Books","MMH","11-7836","2003-09-29","Avatar","Adds 80+ new books, from Daggerfall and Battlespire, along with other misc items into a shop in Pelagiad.  Follow the outside wall right from the entrance to the keep. credits to the Imperial Library for the text of the books."
"4309","Hasphat's Books 1.0","Books","MMH","11-5834","2011-10-07","Monica21","I was always bothered by Hasphat Antabolis' suggestion that you purchase four books about the Nerevarine from Dorisa Darvel, but she doesn't have them available to sell. This simply places them in-game, so you can buy them.

Adds the following books to Dorisa Darvel's collection
 -..."
"4308","H.E.L.L.U.V.A. Bountiful Books","Books","MMH","11-12428","2007-12-14","Sandman101, Friends","Hugely Expanded Leveled List Ultimate Version Addition Bountiful Books.  
This mod takes 278 books from the community and adds them to leveled lists.    
The books will be at booksellers, pawnshops and Savants.  I've used content from a lot of other authors.  I ..."
"4307","Guide to Master Trainers","Books","MMH","11-12700","2008-04-30","Tatl_and_Tael","Well a pretty simple mod that adds a handy scroll that lists all the Master Trainers and where to find them.  I tried to keep this ""lore"" friendly. Hopefully I'm using the correct term but what I mean is that it shouldn't seem too out of place amidst Morrowind's Literature.  
 ..."
"4306","Guide To Crafting","Books","MMH","11-11769","2012-11-03","Cabius","I take no credit for the words in the book, all I did was put the words from the Crafting Readme,supplied with the mod, into an in game book. 

NOTICE: You need Toccatta & Drac's Morrowind Crafting 2.1, Otherwise this book is usless."
"4305","Great Poetry 1.0","Books","MMH","11-2441","2009-04-24","Unknown"," 


     The Elder Scrolls III
           MORROWIND: 
      Great Poetry Plugin
            v 1.0         ..."
"4304","Great Library of West Gash v1.0","Books","MMH","11-13777","2009-12-06","Crankgorilla","The Great Library of West Gash is located outside Caldera, atop a mountain and is visible from town. Located in West Gash Region, I have made a character that can transport you there and she is located in the Caldera Guild of Mages. She has a little back story, ask on topics of background, advice..."
"4303","Full Book list (incl. Tribunal, Bloodmoon)","Books","MMH","11-7926","2003-10-24","Hmuda","I made this book list because I got tired all of the chaotic and error-filled ones. All of the books are listed including Tribunal and Bloodmoon writings (each expansion is separated from the main list).    If a book doesn't appear in the list (!!!only official books!!..."
"4302","From Argonia With Love","Books","MMH","11-6260","2009-09-14","Masser","This is a book detailing a specific story inside of the rarely discussed Argonian slave trade. This book is true to lore, using the UESP wiki and numerous books such as The Argonian Account as reference. The book is available from Dorisa Darvel and Jobasha. It is number one in hopefully several b..."
"4301","From Argonia With Love","Books","MMH","11-13669","2009-09-14","Masser","This is a book detailing a specific story inside of the rarely discussed Argonian slave trade. This book is true to lore, using the UESP wiki and numerous books such as The Argonian Account as reference. The book is available from Dorisa Darvel and Jobasha. It is number one in hopefully several b..."
"4300","Freed Slaves Counter Issued","Books","MMH","11-13513","2009-07-04","TheOne&Only",""
"4299","Freed Slaves Counter","Books","MMH","11-10497","2006-03-17","mjr162006","Adds a Scroll that tells you how many slaves you've freed.  
I noticed there was no way to tell how many slaves you've freed at any time you wished (if you've lost count that is). So I just made a scroll that tells you your name, race, class, and, of course, how many slaves you've freed..."
"4298","Fief's Guide to Saltrice","Books","MMH","11-10506","2006-03-19","Fief, Xeth-ban",""
"4297","Fairytales of Vvardenfell 1.0","Books","MMH","11-2438","2009-04-24","Princess Stomper"," 


     The Elder Scrolls III
           MORROWIND: 
    Fairytales of Vvardenfell.ESP - requires Morrowind
 (Fairytales+Lokken - requires: Morrowind, Bloodmoon, W..."
"4296","Extreme Textures: Books and Scrolls","Books","MMH","11-6123","2012-04-28","Masoxx","EXTREME TEXTURES (by Masoxx)

 
_____

Extreme textures save original morrowind atmosphere and make it better
This Mod using textures about max size 1024x1024
 
_____

Books and Scrolls - Retex f..."
"4295","Elemental Spell Books","Books","MMH","11-9305","2004-03-01","Campbell","Add's an NCP at the top of the tower in the Caldera Mage's Guild selling spell books of Shock, flame, and frost which protect you from the desired effect while inflicting it on a target."
"4294","Dwemer Books v 1.1","Books","MMH","11-11770","2012-11-03","Misty Moon","This mod adds the missing mesh and texture (included on the Construction Set CD but not used in game) to the Dwemer books. 
It comes with two ESPs one for just Morrowind and one for Morrowind & Tribunal.


Change log
1.1: 
Added some books missed in the first version..."
"4293","Druid Alchemy","Books","MMH","11-13611","2009-08-20","Midgetalien","Druid Alchemy  
Midgetalien  
 
=====  
  
Installing the Plugin  
 
===  
  
Install to your morrowind datafiles directory.  
  
  
  
Playing the Plugin ..."
"4292","Dibella's Pillow Lessons","Books","MMH","11-7736","2004-07-11","Warcry","A series of books written by a scribe as dictated to by a Dunmer Mistress of an unkown Royal house.    These sexually oriented, (but not explicit) books are basically training manuals for any woman who wishes to attain high status through the manipulation of both the body ..."
"4291","Complete ABCs for Barbarians","Books","MMH","11-7205","2012-08-05","Princess Stomper","Originally made in 2005 and included in Mournhold Expanded, this was also separately released by request at the time. 

Adds D-Z of ABCs for Barbarians as a new picture book Complete ABCs for Barbarians. Book for sale at Jobasha's Rare Books in Vivec's Foreign Quarter"
"4290","Complete ABCs","Books","MMH","11-11259","2007-05-24","Princess Stomper","Originally made in 2005 and included in Mournhold Expanded, this was also separately released by request at the time.  
  
Adds D-Z of ABCs for Barbarians as a new picture book Complete ABCs for Barbarians. Book for sale at Jobasha's Rare Books in Vivec's Foreign Quarter  ..."
"4289","Complete ABC's for barbarians","Books","MMH","11-11241","2007-05-16","longears34","This simply makes the full ABC's in the book ""abc's for barbarians"".  
has been cleaned whith TESTOOL"
"4288","Community Christmas Cards 2008","Books","MMH","11-13112","2008-12-24","The Morrowind Modding Community","In the same spirit of giving displayed last year by Korana, I wanted  
to give the members of the Morrowind community an opportunity to  
share their holiday wishes with each other.  
This is only a modified version of Community Christmas Cards."
"4287","Combat for Dummies","Books","MMH","11-7247","2012-08-14","The Mighty Jay","This is a companion mod for aerelorn's excellent Combat Enhanced mod. It adds a book called Combat for Dummies, for sale at Jobassa's Rare Books in the Vivec Foreign Quarter, and Dorisa Darvel, Bookseller in Balmora. The book lists all the combos for each weapon type. Also, the book will be added..."
"4286","Combat Enhanced: Martial Code","Books","MMH","11-11237","2007-05-13","Paylardo!","Was it thrust-chop-slash or chop-slash-thrust?  
  
Martial Code.esp will add the book ""Martial Code"" into the game as a reference for attack combinations included in Combat Enhanced v1.2. The book can be found in most major booksellers as well as in random chests, interior ce..."
"4285","Combat Enhanced (For Dummies!)","Books","MMH","11-9330","2004-03-11","The Mighty Jay","This is a companion mod for aerelorn's excellent Combat Enhanced mod.  It adds a book called Combat for Dummies, for sale at Jobassa's Rare Books in the Vivec Foreign Quarter, and Dorisa Darvel, Bookseller in Balmora.      The book lists all the combos fo..."
"4284","Cassadyr Presents, Classic Stories By Eric Carle","Books","MMH","11-12795","2008-06-24","Cassadyr","When you were a child, your mother or father probably used to read you bedtime stories. This mod brings back some of those classic tales. These stories are retold in breathtaking detail by famed author Eric Carle as he uses his imaginative words to make the tales come alive!"
"4283","Captain Teddy Presents: The Three Little Bosmer","Books","MMH","11-6433","2010-03-26","Captain Teddy","This is my 3rd mod for TES 3: Morrowind; ""The Three Little Bosmer"". This mod adds a book to the game written by yours truly (ingame written by Fargoth).   
The book is short and concise, rhymes in some areas (mainly dialouge). It is based of the childrens story, ""The Three Little Pigs""...."
"4282","Bookrbq","Books","MMH","11-7416","2002-05-31","Threesixty","The Real Barenziah, Part II book in Morrowind, has a portion taken out (thanks to the Temple). This mod puts it back in. (Rated R). Extra text is from, Daggerfall game."
"4281","Book Placement Fix","Books","MMH","11-15524","2017-07-30","Unknown","Apparently it fixes book placement problems for Bookjackets-Morrowind, Tribunal, and Bloodmoon.
No Readme"
"4280","Book of Disease","Books","MMH","11-15141","2014-01-07","CryptsOfTheDead","Ever since I began playing Morrowind, I always wanted a book which explained diseases, their potency, their symptoms and possible cures. I'm not sure if a book like this has been done before, but I did it any way. The book was written by a well known NPC, Socia Caristiana. Remember the quest, ""Cl..."
